,index,movieId,title,genres,databaseId,nbMentions
1576,1626,4885,Domestic Disturbance (2001),Thriller,184277,3
1577,1627,4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,136000,61
1578,1628,4887,"One, The (2001)",Action|Sci-Fi|Thriller,125456,4
1579,1629,4889,Heist (2001),Crime|Drama,109149,3
1580,1630,4890,Shallow Hal (2001),Comedy|Fantasy|Romance,191440,10
1581,1631,4899,Black Knight (2001),Adventure|Comedy|Fantasy,170886,1
1582,1632,4900,Out Cold (2001),Comedy,199901,1
1583,1633,4901,Spy Game (2001),Action|Crime|Drama|Thriller,77898,2
1584,1634,4909,"Incredible Shrinking Woman, The (1981)",Comedy|Sci-Fi,136074,2
1585,1635,4912,Funny Girl (1968),Drama|Musical|Romance,198403,3
1586,1636,4915,"Beastmaster, The (1982)",Action|Adventure|Fantasy,189584,1
1587,1637,4916,Midway (1976),Drama|War,147047,4
1588,1638,4919,Subway (1985),Crime|Drama|Romance|Thriller,111041,1
1589,1639,4929,"Toy, The (1982)",Comedy,163616,7
1590,1640,4932,Dressed to Kill (1980),Mystery|Thriller,95183,1
1591,1641,4935,"Falls, The (1980)",Drama|Sci-Fi,85430,1
1592,1642,4936,Fame (1980),Drama|Musical,195261,4
1593,1643,4939,"Final Countdown, The (1980)",Action|Sci-Fi,103420,1
1594,1644,4941,Flash Gordon (1980),Action|Adventure|Sci-Fi,126554,5
1595,1645,4944,Empire of the Ants (1977),Horror|Sci-Fi,108986,1
1596,1646,4945,"Enforcer, The (1976)",Crime,110763,2
1597,1647,4957,Sudden Impact (1983),Crime|Thriller,89697,2
1598,1648,4958,Behind Enemy Lines (2001),Action|Drama|War,106652,4
1599,1649,4963,Ocean's Eleven (2001),Crime|Thriller,107314,39
1600,1650,4971,Moscow on the Hudson (1984),Comedy|Drama,194580,1
1601,1651,4974,Not Another Teen Movie (2001),Comedy,155843,9
1602,1652,4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,193041,16
1603,1653,4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,139839,17
1604,1654,4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,204033,6
1605,1655,4989,How High (2001),Comedy,193871,20
1606,1656,4992,Kate & Leopold (2001),Comedy|Romance,97728,10
1607,1657,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,187310,77
1608,1658,4994,"Majestic, The (2001)",Comedy|Drama|Romance,91958,4
1609,1659,4995,"Beautiful Mind, A (2001)",Drama|Romance,149720,50
1610,1660,5009,Ali (2001),Drama,96998,9
1611,1661,5013,Gosford Park (2001),Comedy|Drama|Mystery,100587,5
1612,1662,5014,I Am Sam (2001),Drama,119935,10
1613,1663,5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller,153288,1
1614,1664,5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller,168086,2
1615,1665,5039,Dragonslayer (1981),Action|Adventure|Fantasy,112386,2
1616,1666,5040,Conan the Destroyer (1984),Action|Adventure|Fantasy,141019,6
1617,1667,5048,Snow Dogs (2002),Adventure|Children|Comedy,174867,4
1618,1668,5049,48 Hrs. (1982),Action|Comedy|Crime|Drama,124771,17
1619,1669,5053,Blankman (1994),Comedy,107684,1
1620,1670,5055,Dragon: The Bruce Lee Story (1993),Action|Drama,85971,1
1621,1671,5059,Little Dieter Needs to Fly (1997),Documentary,159654,1
1622,1672,5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,141620,7
1623,1673,5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,101354,1
1624,1674,5066,"Walk to Remember, A (2002)",Drama|Romance,83472,109
1625,1675,5072,Metropolis (2001),Animation|Sci-Fi,115862,1
1626,1676,5076,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama,123009,1
1627,1677,5092,Big Fat Liar (2002),Children|Comedy,168233,3
1628,1678,5093,Collateral Damage (2002),Action|Thriller,104901,2
1629,1679,5096,Baby's Day Out (1994),Comedy,173343,2
1630,1680,5102,Rookie of the Year (1993),Comedy|Fantasy,88700,7
1631,1681,5103,"Sandlot, The (1993)",Children|Comedy|Drama,115155,68
1632,1682,5106,Crossroads (2002),Comedy|Musical|Romance,165715,1
1633,1683,5109,Return to Never Land (2002),Adventure|Animation|Children,100074,1
1634,1684,5110,Super Troopers (2001),Comedy|Crime|Mystery,111776,124
1635,1685,5111,"Good Son, The (1993)",Drama|Thriller,97745,3
1636,1686,5139,"Bad News Bears, The (1976)",Comedy,101479,1
1637,1687,5152,We Were Soldiers (2002),Action|Drama|War,120726,37
1638,1688,5164,"Troll in Central Park, A (1994)",Animation|Children,131402,1
1639,1689,5169,Scarlet Street (1945),Film-Noir,171959,2
1640,1690,5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,79856,2
1641,1691,5177,"Magnificent Ambersons, The (1942)",Drama|Romance,150846,1
1642,1692,5178,Fun (1994),Crime|Drama,102889,2
1643,1693,5197,Little Darlings (1980),Drama,137522,1
1644,1694,5198,"Long Good Friday, The (1980)",Drama|Thriller,123159,1
1645,1695,5206,Mother's Day (1980),Comedy|Horror,167222,1
1646,1696,5213,"Oh, God! Book II (1980)",Comedy,89128,1
1647,1697,5214,"Oh, God! (1977)",Comedy|Fantasy,95855,1
1648,1698,5218,Ice Age (2002),Adventure|Animation|Children|Comedy,127196,18
1649,1699,5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,166010,3
1650,1701,5222,Kissing Jessica Stein (2001),Comedy|Romance,167726,3
1651,1702,5226,All the Right Moves (1983),Drama|Romance,156679,2
1652,1703,5241,Seems Like Old Times (1980),Comedy|Romance,146201,2
1653,1704,5247,Smokey and the Bandit (1977),Action|Comedy,134157,13
1654,1705,5249,Spetters (1980),Comedy|Drama,85755,1
1655,1706,5250,Stir Crazy (1980),Comedy,175579,4
1656,1707,5254,Blade II (2002),Action|Horror|Thriller,97820,8
1657,1708,5265,Death to Smoochy (2002),Comedy|Crime|Drama,117381,2
1658,1709,5266,Panic Room (2002),Thriller,110605,29
1659,1710,5267,"Rookie, The (2002)",Drama,145492,3
1660,1711,5282,High Crimes (2002),Thriller,168467,36
1661,1712,5292,Slap Shot (1977),Comedy,84153,5
1662,1713,5293,Changing Lanes (2002),Drama|Thriller,197236,2
1663,1714,5294,Frailty (2001),Crime|Drama|Thriller,120803,7
1664,1715,5296,"Sweetest Thing, The (2002)",Comedy|Romance,76829,9
1665,1716,5299,My Big Fat Greek Wedding (2002),Comedy|Romance,192030,15
1666,1717,5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,105428,3
1667,1718,5303,Joe Versus the Volcano (1990),Comedy|Romance,118397,9
1668,1719,5308,Three Men and a Baby (1987),Comedy,135151,2
1669,1720,5312,Murder by Numbers (2002),Crime|Thriller,193918,1
1670,1721,5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,136789,3
1671,1722,5332,"Aviator, The (1985)",Adventure,107019,1
1672,1723,5334,Cadillac Man (1990),Comedy|Crime,141745,1
1673,1724,5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,99896,127
1674,1725,5361,White Fang (1991),Adventure,93714,8
1675,1726,5363,"New Guy, The (2002)",Comedy,178620,1
1676,1727,5364,Unfaithful (2002),Drama|Thriller,170501,11
1677,1728,5375,"Harvey Girls, The (1946)",Comedy|Musical|Western,88234,1
1678,1729,5377,About a Boy (2002),Comedy|Drama|Romance,194784,12
1679,1730,5380,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,81715,1
1680,1731,5387,Enough (2002),Drama|Thriller,186352,11
1681,1732,5390,CQ (2001),Drama,93476,3
1682,1733,5392,Bus Stop (1956),Comedy|Drama|Romance,155125,1
1683,1734,5393,Cowboy (1958),Western,188831,2
1684,1735,5400,"Sum of All Fears, The (2002)",Drama|Thriller,200863,1
1685,1736,5410,Silent Running (1972),Drama|Sci-Fi,174206,2
1686,1737,5411,Summer Holiday (1963),Musical|Romance,180970,1
1687,1738,5414,Bad Company (2002),Action|Comedy|Crime,183720,3
1688,1739,5415,Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama,152913,4
1689,1740,5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,174719,48
1690,1742,5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,139400,7
1691,1744,5420,Windtalkers (2002),Action|Drama|War,181302,5
1692,1745,5428,Cheech & Chong's The Corsican Brothers (1984),Comedy,122330,3
1693,1746,5438,Men at Work (1990),Action|Comedy,151417,1
1694,1747,5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,87294,24
1695,1748,5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,178927,33
1696,1749,5449,Mr. Deeds (2002),Comedy|Romance,125280,41
1697,1750,5452,Look Who's Talking Now (1993),Children|Comedy|Romance,163544,1
1698,1751,5454,Mo' Money (1992),Comedy|Romance,194756,2
1699,1752,5458,Like Mike (2002),Children|Comedy|Fantasy,161460,3
1700,1753,5463,Reign of Fire (2002),Action|Adventure|Fantasy,169516,1
1701,1754,5464,Road to Perdition (2002),Crime|Drama,107671,12
1702,1755,5474,"Legend of Boggy Creek, The (1972)",Drama|Horror|Mystery|Thriller,169198,1
1703,1756,5478,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi,108063,2
1704,1757,5479,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller,164530,2
1705,1758,5481,Austin Powers in Goldmember (2002),Comedy,85951,5
1706,1759,5490,The Big Bus (1976),Action|Comedy,193580,1
1707,1760,5500,Top Secret! (1984),Comedy,82233,1
1708,1761,5501,"Master of Disguise, The (2002)",Comedy|Mystery,130459,1
1709,1762,5502,Signs (2002),Horror|Sci-Fi|Thriller,155110,17
1710,1763,5504,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children,107585,1
1711,1764,5522,Rollerball (1975),Action|Drama|Sci-Fi,101908,1
1712,1765,5523,"Adventures of Pluto Nash, The (2002)",Action|Adventure|Comedy|Sci-Fi,136690,1
1713,1766,5524,Blue Crush (2002),Adventure|Drama|Romance,142321,3
1714,1767,5528,One Hour Photo (2002),Drama|Thriller,161089,11
1715,1768,5531,Undisputed (2002),Drama,143618,5
1716,1769,5540,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance,122138,7
1717,1770,5541,Hot Shots! (1991),Action|Comedy|Romance|War,182622,25
1718,1771,5548,Down and Out in Beverly Hills (1986),Comedy,90692,1
1719,1772,5564,Swimfan (2002),Thriller,84561,2
1720,1773,5569,The Last House on the Left (1972),Crime|Horror|Thriller,132562,8
1721,1774,5572,Barbershop (2002),Comedy,95780,3
1722,1776,5574,"Transporter, The (2002)",Action|Crime,151318,46
1723,1777,5582,Captain Ron (1992),Adventure|Comedy,141438,1
1724,1778,5588,"Hills Have Eyes, The (1977)",Horror,201991,4
1725,1780,5589,Indian Summer (1993),Comedy|Drama,86536,1
1726,1781,5590,"Mack, The (1973)",Crime,122295,1
1727,1782,5598,Surf Ninjas (1993),Comedy,91583,3
1728,1783,5606,Society (1989),Horror|Mystery,85753,1
1729,1784,5610,"Banger Sisters, The (2002)",Comedy|Drama,91285,1
1730,1785,5615,Invincible (2001),Drama,198347,2
1731,1786,5617,Secretary (2002),Comedy|Drama|Romance,160499,1
1732,1787,5620,Sweet Home Alabama (2002),Comedy|Romance,134032,95
1733,1788,5621,"Tuxedo, The (2002)",Action|Comedy,162040,2
1734,1789,5630,Red Dragon (2002),Crime|Mystery|Thriller,108137,34
1735,1790,5650,Strange Brew (1983),Comedy,142561,2
1736,1791,5651,"Incredible Mr. Limpet, The (1964)",Animation|Comedy|War,109370,1
1737,1792,5653,Django (1966),Western,129433,5
1738,1793,5668,White Oleander (2002),Drama,116939,1
1739,1794,5669,Bowling for Columbine (2002),Documentary,199451,12
1740,1795,5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,167236,10
1741,1796,5679,"Ring, The (2002)",Horror|Mystery|Thriller,88751,88
1742,1797,5685,Real Women Have Curves (2002),Comedy|Drama,157333,1
1743,1798,5688,Tully (2000),Drama,157187,5
1744,1799,5693,Saturday Night Fever (1977),Comedy|Drama|Romance,78719,3
1745,1800,5705,Xanadu (1980),Fantasy|Musical|Romance,191347,3
1746,1801,5715,"Burning, The (1981)",Horror,147941,1
1747,1802,5729,Endless Love (1981),Drama|Romance,118568,1
1748,1803,5731,"Entity, The (1981)",Horror,105465,2
1749,1804,5735,Faces of Death (1978),Documentary|Horror,98815,4
1750,1805,5749,Ghost Story (1981),Drama|Horror,182814,3
1751,1806,5784,Ghost Ship (2002),Horror,90076,12
1752,1807,5785,Jackass: The Movie (2002),Action|Comedy|Documentary,99478,9
1753,1808,5791,Frida (2002),Drama|Romance,135634,2
1754,1809,5796,Casino Royale (1967),Action|Adventure|Comedy,87081,2
1755,1810,5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,93091,2
1756,1811,5810,8 Mile (2002),Drama,107396,6
1757,1812,5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,85875,11
1758,1813,5841,Return to the Blue Lagoon (1991),Adventure|Romance,185459,2
1759,1814,5862,Student Bodies (1981),Comedy|Horror,96596,1
1760,1815,5867,Thief (1981),Crime|Drama|Thriller,83396,3
1761,1816,5868,This Is Elvis (1981),Documentary|Drama|Musical,139525,1
1762,1817,5874,Friday After Next (2002),Comedy,80448,6
1763,1818,5881,Solaris (2002),Drama|Romance|Sci-Fi,158405,6
1764,1819,5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX,151418,9
1765,1820,5883,They (2002),Horror|Thriller,157957,23
1766,1821,5903,Equilibrium (2002),Action|Sci-Fi|Thriller,93489,22
1767,1822,5927,"Best Little Whorehouse in Texas, The (1982)",Comedy|Drama|Musical|Romance,199473,1
1768,1823,5938,Deathtrap (1982),Comedy|Crime|Mystery|Thriller,193660,1
1769,1824,5941,Drumline (2002),Comedy|Drama|Musical|Romance,86815,3
1770,1825,5942,"Hot Chick, The (2002)",Comedy,184206,8
1771,1826,5943,Maid in Manhattan (2002),Comedy|Romance,184051,32
1772,1827,5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,181070,7
1773,1828,5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,177108,26
1774,1829,5954,25th Hour (2002),Crime|Drama,154271,1
1775,1830,5956,Gangs of New York (2002),Crime|Drama,147826,27
1776,1831,5957,Two Weeks Notice (2002),Comedy|Romance,84828,18
1777,1832,5959,Narc (2002),Crime|Drama|Thriller,154817,1
1778,1833,5965,"Duellists, The (1977)",Action|War,105656,1
1779,1834,5969,My Girl 2 (1994),Comedy|Drama|Romance,202460,1
1780,1835,5970,My Girl (1991),Comedy|Drama|Romance,148671,20
1781,1836,5980,Black Christmas (1974),Horror|Mystery|Thriller,202228,3
1782,1837,5989,Catch Me If You Can (2002),Crime|Drama,111099,45
1783,1838,5991,Chicago (2002),Comedy|Crime|Drama|Musical,145997,60
1784,1839,5992,"Hours, The (2002)",Drama|Romance,88142,2
1785,1840,5995,"Pianist, The (2002)",Drama|War,121366,28
1786,1841,6002,Love Liza (2002),Drama,76137,1
1787,1842,6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,136849,4
1788,1843,6006,Just Married (2003),Comedy|Romance,132669,3
1789,1844,6019,Above Suspicion (1995),Thriller,203140,1
1790,1845,6022,American Me (1992),Drama,126371,2
1791,1846,6040,Darkness Falls (2003),Horror|Thriller,125932,2
1792,1847,6059,"Recruit, The (2003)",Action|Thriller,103876,1
1793,1848,6063,May (2002),Drama|Horror,79206,5
1794,1849,6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy,82857,3
1795,1850,6116,"Pirate Movie, The (1982)",Adventure|Comedy|Musical,89352,1
1796,1851,6153,Zapped! (1982),Comedy|Sci-Fi,151236,1
1797,1852,6154,Deliver Us from Eva (2003),Comedy|Romance,130278,2
1798,1853,6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,152847,145
1799,1854,6156,Shanghai Knights (2003),Action|Adventure|Comedy,167363,4
1800,1855,6157,Daredevil (2003),Action|Crime,203831,5
1801,1856,6158,"Jungle Book 2, The (2003)",Animation|Children,127582,1
1802,1857,6166,Dennis the Menace (1993),Comedy,148716,5
1803,1858,6178,"Patch of Blue, A (1965)",Drama|Romance,137195,1
1804,1859,6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,117335,16
1805,1860,6188,Old School (2003),Comedy,148120,32
1806,1861,6193,Poolhall Junkies (2002),Comedy|Drama|Thriller,132624,1
1807,1862,6196,Cradle 2 the Grave (2003),Action|Crime|Drama|Thriller,152708,1
1808,1863,6204,"Meteor Man, The (1993)",Comedy,194891,3
1809,1864,6212,Bringing Down the House (2003),Comedy,107658,2
1810,1865,6213,Tears of the Sun (2003),Action|Drama|Thriller,147271,11
1811,1866,6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,103993,10
1812,1867,6225,King of Kings (1961),Drama,142880,1
1813,1868,6232,Born Free (1966),Adventure|Children|Drama,129587,1
1814,1869,6238,Green Card (1990),Comedy|Drama|Romance,169664,1
1815,1870,6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,202355,4
1816,1871,6263,Basic (2003),Drama|Thriller|War,162512,1
1817,1872,6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller,128361,7
1818,1873,6265,Head of State (2003),Comedy,119762,2
1819,1874,6266,What a Girl Wants (2003),Comedy|Drama|Romance,199847,1
1820,1875,6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance,141885,1
1821,1876,6280,"Man Apart, A (2003)",Action|Crime|Drama|Thriller,145249,2
1822,1877,6281,Phone Booth (2002),Drama|Thriller,128400,5
1823,1878,6287,Anger Management (2003),Comedy,139333,12
1824,1879,6290,House of 1000 Corpses (2003),Horror,103896,24
1825,1880,6296,"Mighty Wind, A (2003)",Comedy|Musical,103764,3
1826,1881,6297,Holes (2003),Adventure|Children|Comedy|Mystery,155245,5
1827,1882,6298,Malibu's Most Wanted (2003),Comedy|Crime,103486,2
1828,1883,6305,Fahrenheit 451 (1966),Drama|Sci-Fi,196529,2
1829,1884,6316,"Wiz, The (1978)",Adventure|Children|Comedy|Fantasy|Musical,189627,6
1830,1885,6323,Identity (2003),Crime|Horror|Mystery|Thriller,77066,45
1831,1886,6326,City of Ghosts (2002),Crime|Drama|Thriller,150655,3
1832,1887,6338,Daddy Day Care (2003),Children|Comedy,97007,18
1833,1888,6345,"Chorus Line, A (1985)",Comedy|Drama|Musical,197345,2
1834,1889,6346,Absolute Beginners (1986),Musical,174951,1
1835,1890,6353,Roadie (1980),Comedy|Musical,122640,1
1836,1891,6356,Gunfight at the O.K. Corral (1957),Western,103867,2
1837,1892,6358,Kiss Me Kate (1953),Comedy|Musical|Romance,154716,1
1838,1893,6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,155632,30
1839,1894,6367,Down with Love (2003),Comedy|Romance,157395,1
1840,1895,6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,152497,75
1841,1896,6374,"In-Laws, The (2003)",Comedy,197170,1
1842,1897,6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,154844,153
1843,1898,6378,"Italian Job, The (2003)",Action|Crime,110529,45
1844,1899,6379,Wrong Turn (2003),Horror|Thriller,150578,16
1845,1900,6380,Capturing the Friedmans (2003),Documentary,148674,7
1846,1901,6440,Barton Fink (1991),Drama|Thriller,191375,9
1847,1902,6441,Battle of Britain (1969),War,178557,2
1848,1903,6464,Good Burger (1997),Children|Comedy,76845,2
1849,1904,6470,Chisum (1970),Western,155900,1
1850,1905,6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,114034,8
1851,1906,6483,From Justin to Kelly (2003),Musical|Romance,133863,1
1852,1907,6484,Hollywood Homicide (2003),Action|Crime|Drama,87094,1
1853,1908,6487,"Heart of Me, The (2002)",Drama|Romance,187075,2
1854,1909,6493,Alex and Emma (2003),Comedy|Drama|Romance,104364,2
1855,1910,6502,28 Days Later (2002),Action|Horror|Sci-Fi,115612,29
1856,1911,6520,Knights of the Round Table (1953),Adventure|Drama,88051,1
1857,1912,6534,Hulk (2003),Action|Adventure|Sci-Fi,115246,16
1858,1913,6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,182644,6
1859,1914,6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy,136433,2
1860,1915,6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,160207,1
1861,1916,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,186630,15
1862,1917,6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller,176612,20
1863,1918,6550,Johnny English (2003),Action|Comedy|Thriller,110878,6
1864,1919,6558,Curly Sue (1991),Comedy|Drama,184523,2
1865,1920,6559,Little Giants (1994),Children|Comedy,133273,7
1866,1921,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,130080,29
1867,1922,6565,Seabiscuit (2003),Drama,126368,10
1868,1923,6587,Gigli (2003),Comedy|Crime|Romance,174104,3
1869,1924,6593,Freaky Friday (2003),Children|Comedy|Fantasy,126044,18
1870,1925,6595,S.W.A.T. (2003),Action|Thriller,167640,13
1871,1926,6614,I Love You to Death (1990),Comedy|Crime,147538,2
1872,1927,6615,Freddy vs. Jason (2003),Action|Horror|Thriller,103175,24
1873,1928,6617,Open Range (2003),Western,155837,2
1874,1929,6619,Uptown Girls (2003),Comedy,174037,2
1875,1930,6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy,197127,2
1876,1931,6625,Camp Nowhere (1994),Adventure|Children|Comedy,92098,3
1877,1932,6630,"Inn of the Sixth Happiness, The (1958)",Adventure|Drama,86934,4
1878,1933,6636,"Sure Thing, The (1985)",Comedy|Romance,153355,1
1879,1934,6638,Valley Girl (1983),Comedy|Romance,154756,2
1880,1935,6639,Wait Until Dark (1967),Drama|Thriller,138956,5
1881,1936,6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi,134982,3
1882,1937,6659,Tremors (1990),Comedy|Horror|Sci-Fi,112622,11
