,title,databaseId,Unnamed: 0,imdbID,genres,directors,actors,movielensID,year,country
1191,Snakes on a Plane,88526,32254,417148,Action|Crime|Horror|Thriller,David R. Ellis,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips",46965,2006.0,Germany
1193,Black,88597,30197,375611,Drama,Sanjay Leela Bhansali,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel",35828,2005.0,India
1195,Bride Wars,94474,36489,901476,Comedy,Gary Winick,"Kate Hudson, Anne Hathaway, Candice Bergen",65585,2009.0,USA
1196,Restrepo,88628,40570,1559549,Documentary|War,Tim Hetherington,"The Men of Battle Company 2nd of the 503rd Infantry Regiment 173rd Airborne Brigade Combat Team, Juan 'Doc Restrepo, Dan Kearney",81158,2010.0,USA
1198,Paranormal Activity,127673,38031,1179904,Horror|Mystery,Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs",71379,2007.0,USA
1199,Jeepers Creepers 2,88658,36828,301470,Horror|Thriller,Victor Salva,"Jonathan Breck, Ray Wise, Nicki Aycox",6695,2003.0,USA
1201,Sideways,88661,43074,375063,Comedy|Drama|Romance,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen",8949,2004.0,USA
1202,The Call,88676,363,1911644,Crime|Thriller,Brad Anderson,"Halle Berry, Evie Thompson, Abigail Breslin",101360,2013.0,USA
1203,Rookie of the Year,88700,33172,107985,Comedy|Family,Daniel Stern,"Thomas Ian Nicholas, Gary Busey, Albert Hall",5102,1993.0,USA
1204,Dior and I,88725,9716,3539664,Documentary,Frédéric Tcheng,Christian Dior,132614,2015.0,France
1205,Jingle All the Way,88747,10940,116705,Family|Comedy,Brian Levant,"Arnold Schwarzenegger, Sinbad, Phil Hartman",1359,1996.0,USA
1206,Checking Out,88774,4596,417532,Comedy,Jeff Hare,Peter Falk,116026,2006.0,USA
1207,Godzilla vs. Hedorah,88833,29883,67148,Science Fiction|Drama|Horror,Yoshimitsu Banno,"Akira Yamauchi, Toshie Kimura, Hiroyuki Kawase",34057,1971.0,Japan
1211,Gamer,198038,37992,1034032,Action|Thriller|Science Fiction,Mark Neveldine,"Gerard Butler, Michael C. Hall, Ludacris",71254,2009.0,USA
1212,High Fidelity,88957,30069,146882,Comedy|Drama|Romance|Music,Stephen Frears,"John Cusack, Iben Hjejle, Todd Louiso",3481,2000.0,UK
1213,First Kid,89005,42594,116311,Comedy|Family,David M. Evans,"Sinbad, Brock Pierce, Blake Boyd",881,1996.0,USA
1214,The Queen of Versailles,89034,44775,2125666,Documentary,Lauren Greenfield,"Lorraine Barrett, June Downs, Phillip Froehlich",96150,2012.0,USA
1215,Balls of Fury,89085,34006,424823,Comedy|Crime,Robert Ben Garant,"Dan Fogler, Christopher Walken, George Lopez",54732,2007.0,USA
1231,Les Misérables,106887,45707,50709,Drama|History,Jean-Paul Le Chanois,"Jean Gabin, Bernard Blier, René Fleur",99560,1958.0,France
1232,Goldfinger,89114,28710,58150,Adventure|Action|Thriller,Guy Hamilton,"Sean Connery, Gert Fröbe, Honor Blackman",2947,1964.0,UK
1233,"Oh, God! Book II",89128,33417,81268,Fantasy|Comedy,Gilbert Cates,"George Burns, Suzanne Pleshette, David Birney",5213,1980.0,USA
1234,K-9,89158,32083,97637,Action|Comedy|Crime,Rod Daniel,"James Belushi, Mel Harris, Kevin Tighe",4613,1989.0,USA
1235,Despicable Me 2,89173,933,1690953,Animation|Comedy|Family,Pierre Coffin,"Steve Carell, Kristen Wiig, Benjamin Bratt",103335,2013.0,USA
1236,Pirate's Passage,89174,16696,3387444,Adventure|Animation|Family,Mike Barth,Donald Sutherland,152137,2015.0,Canada
1237,Paul Blart: Mall Cop 2,89176,9531,3450650,Action|Comedy|Family,Andy Fickman,Kevin James,132157,2015.0,USA
1238,See No Evil 2,89211,11214,3106120,Horror,Jen Soska,Glenn Jacobs,136626,2014.0,USA
1240,Jaws,180527,11924,73195,Horror|Thriller|Adventure,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss",1387,1975.0,USA
1245,Meet the Parents,170722,30783,212338,Comedy|Romance,Jay Roach,"Ben Stiller, Robert De Niro, Teri Polo",3948,2000.0,USA
1246,Platoon,89306,2617,91763,Drama|War|Action,Oliver Stone,"Charlie Sheen, Tom Berenger, Willem Dafoe",1090,1986.0,UK
1254,Ghost,96646,34933,99653,Fantasy|Drama|Thriller|Mystery|Romance,Jerry Zucker,"Patrick Swayze, Demi Moore, Whoopi Goldberg",587,1990.0,USA
1255,Prom,89313,42974,1604171,Comedy,Joe Nussbaum,"Aimee Teegarden, Thomas McDonell, DeVaughn Nixon",89194,2011.0,USA
1256,The Pirate Movie,89352,35596,84504,Action|Comedy|Drama|Family|Music|Romance,Ken Annakin,"Kristy McNichol, Christopher Atkins, Ted Hamilton",6116,1982.0,Australia
1260,Nine Lives,89408,30850,420015,Drama|Romance,Rodrigo García,"Kathy Baker, Amy Brenneman, Glenn Close",39886,2005.0,USA
1262,Rebecca,158083,44021,32976,Drama|Mystery,Alfred Hitchcock,"Laurence Olivier, Joan Fontaine, George Sanders",928,1940.0,USA
1265,Anne of Green Gables,89486,27718,88727,Drama|Family,[],"Megan Follows, Colleen Dewhurst, Richard Farnsworth",26528,1985.0,Canada
1266,The Ugly Truth,89602,37657,1142988,Comedy|Romance,Robert Luketic,"Katherine Heigl, Gerard Butler, Bree Turner",70183,2009.0,USA
1267,Underworld: Evolution,89659,31373,401855,Fantasy|Action|Science Fiction|Thriller,Len Wiseman,"Kate Beckinsale, Scott Speedman, Bill Nighy",42738,2006.0,USA
1268,World War Z,89668,900,816711,Action|Drama|Horror|Science Fiction|Thriller,Marc Forster,"Brad Pitt, Mireille Enos, Daniella Kertesz",103249,2013.0,USA
1269,Marry Me,89696,22470,2788228,Romance|Comedy,Kadir Balci,Matthieu Sys,167484,2015.0,Belgium
1270,Sudden Impact,89697,32861,86383,Action|Crime|Thriller,Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle",4957,1983.0,USA
1271,Pitch Perfect 2,89725,10008,2848292,Comedy|Music,Elizabeth Banks,Anna Kendrick,133419,2015.0,USA
1272,The Number 23,89770,33189,481369,Thriller|Drama|Mystery,Joel Schumacher,"Jim Carrey, Virginia Madsen, Logan Lerman",51086,2007.0,USA
1273,Logan's Run,89780,27011,74812,Action|Science Fiction,Michael Anderson,"Michael York, Jenny Agutter, Richard Jordan",2528,1976.0,USA
1274,Night Monster,89786,9820,35124,Horror,Ford Beebe,Bela Lugosi,132944,1942.0,USA
1275,The Puppetmaster,89792,27924,107157,Mystery|Drama|War,Hsiao-Hsien Hou,"Tian-Lu Li, Giong Lim, Ming Hwa Bai",26822,1993.0,Taiwan
1276,High Anxiety,89811,27612,76141,Comedy|Music,Mel Brooks,"Mel Brooks, Madeline Kahn, Cloris Leachman",26386,1977.0,USA
1277,Artifact,89815,8397,2370718,Documentary|Music,Jared Leto,"Jared Leto, Shannon Leto, Tomo Milicevic",128684,2012.0,USA
1279,The Fountain,89838,32517,414993,Drama|Adventure|Science Fiction|Romance,Darren Aronofsky,"Hugh Jackman, Rachel Weisz, Sean Patrick Thomas",48043,2006.0,USA
1280,Ride Along,89839,2384,1408253,Action|Comedy,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter",108156,2014.0,USA
1281,August: Osage County,89884,1982,1322269,Comedy|Drama,John Wells,"Meryl Streep, Dermot Mulroney, Julia Roberts",106841,2013.0,USA
1282,Coronado,89902,29840,337945,Action|Adventure|Thriller,Claudio Fäh,"Kristin Dattilo, Clayton Rohner, Michael Lowry",33919,2003.0,Germany
1283,"The Long, Long Trailer",89907,27289,47191,Comedy|Romance,Vincente Minnelli,"Lucille Ball, Desi Arnaz, Marjorie Main",25991,1954.0,USA
1291,The Lovers,97040,36201,52556,Romance|Drama,Louis Malle,"Jeanne Moreau, Alain Cuny, Jean-Marc Bory",64273,1958.0,France
1292,A Night at the Roxbury,89954,26753,120770,Comedy,John Fortenberry,"Chris Kattan, Will Ferrell, Raquel Gardner",2296,1998.0,USA
1293,S.W.A.T.: Firefight,89960,4442,1621429,Action|Crime|Thriller,Benny Boom,"Gabriel Macht, Robert Patrick, Carly Pope",115565,2011.0,USA
1295,Pippi Longstocking,97259,25952,366905,Adventure|Family,Olle Hellbom,Inger Nilsson,175765,1969.0,Sweden
1296,Teen Witch,89967,30169,98453,Music|Romance|Fantasy|Comedy,Dorian Walker,"Robyn Lively, Dan Gauthier, Joshua John Miller",35636,1989.0,USA
1297,Crooklyn,89973,30116,109504,Comedy|Drama,Spike Lee,"Alfre Woodard, Delroy Lindo, David Patrick Kelly",352,1994.0,USA
1301,The Blue Lagoon,92233,28714,80453,Romance|Adventure|Drama,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern",2950,1980.0,USA
1302,Birdemic: Shock and Terror,90010,43003,1316037,Horror|Science Fiction,James Nguyen,"Alan Bagh, Whitney Moore, Tippi Hedren",89281,2010.0,USA
1303,The Texas Chainsaw Massacre: The Beginning,90026,32623,420294,Horror,Jonathan Liebesman,"Jordana Brewster, Matt Bomer, Diora Baird",48518,2006.0,USA
1304,Man with a Movie Camera,90034,36217,19760,Drama|Documentary,Dziga Vertov,Mikhail Kaufman,6433,1929.0,Soviet Union
1305,Ghost Ship,90076,34722,288477,Horror|Mystery|Thriller,Steve Beck,"Julianna Margulies, Gabriel Byrne, Ron Eldard",5784,2002.0,USA
1306,The Perfect Storm,90114,30466,177971,Drama,Wolfgang Petersen,"George Clooney, Mark Wahlberg, Diane Lane",3755,2000.0,USA
1308,Doctor Strange,90120,6654,1211837,Action|Adventure|Fantasy|Science Fiction,Scott Derrickson,Benedict Cumberbatch,122922,2016.0,USA
1309,My Dog Skip,90141,29198,156812,Comedy|Drama|Family,Jay Russell,"Frankie Muniz, Kevin Bacon, Diane Lane",3189,2000.0,USA
1310,Chicken Run,90181,30461,120630,Animation|Comedy|Family,Peter Lord,"Mel Gibson, Julia Sawalha, Phil Daniels",3751,2000.0,UK
1314,Piranha,104483,28797,78087,Horror,Joe Dante,"Bradford Dillman, Heather Menzies-Urich, Kevin McCarthy",3024,1978.0,USA
1315,She-Devil,90239,29841,98309,Comedy,Susan Seidelman,"Meryl Streep, Roseanne Barr, Ed Begley Jr.",3392,1989.0,USA
1316,Jurassic World,90248,5107,369610,Action|Adventure|Science Fiction|Thriller,Colin Trevorrow,Chris Pratt,117529,2015.0,USA
1317,The Waterboy,90253,26797,120484,Comedy,Frank Coraci,"Adam Sandler, Kathy Bates, Henry Winkler",2335,1998.0,USA
1318,That Thing You Do!,90272,1192,117887,Comedy|Drama,Tom Hanks,"Tom Hanks, Liv Tyler, Charlize Theron",1042,1996.0,USA
1319,Along Came a Spider,90332,31293,164334,Crime|Mystery|Thriller|Action,Lee Tamahori,"Morgan Freeman, Michael Wincott, Monica Potter",4238,2001.0,USA
1320,Cold Prey,90370,42931,808276,Drama|Horror|Mystery|Thriller,Roar Uthaug,"Ingrid Bolsø Berdal, Rolf Kristian Larsen, Tomas Alf Larsen",89060,2006.0,Norway
1321,Fist of Legend,90371,27951,110200,Action,Gordon Chan,"Jet Li, Shinobu Nakayama, Siu-Ho Chin",26865,1994.0,Hong Kong
1322,Shark Tale,90382,42933,307453,Animation|Action|Comedy|Family,Bibo Bergeron,"Will Smith, Robert De Niro, Renée Zellweger",8907,2004.0,USA
1323,My Baby's Daddy,90397,38143,332712,Comedy,Cheryl Dunye,"Eddie Griffin, Anthony Anderson, Michael Imperioli",7170,2004.0,USA
1324,Memento Mori,90418,32238,266075,Fantasy|Horror|Romance,Tae-yong Kim,"Gyu-ri Kim, Yeh-jin Park, Yeong-jin Lee",46912,1999.0,South Korea
1325,Major League,90472,32100,97815,Comedy,David S. Ward,"Tom Berenger, Charlie Sheen, Corbin Bernsen",4623,1989.0,USA
1326,Our Idiot Brother,90483,42794,1637706,Comedy|Drama,Jesse Peretz,"Paul Rudd, Elizabeth Banks, Zooey Deschanel",88672,2011.0,USA
1327,Aliens,90486,5753,90605,Horror|Action|Thriller|Science Fiction,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn",1200,1986.0,USA
1329,The Lost Boys,159861,31087,93437,Horror|Comedy,Joel Schumacher,"Jason Patric, Corey Haim, Dianne Wiest",4128,1987.0,USA
1333,Princess,131878,38709,419073,Thriller|Animation|Action|Drama,Anders Morgenthaler,"Thure Lindhardt, Stine Fischer Christensen, Jens Arentzen",73390,2006.0,Denmark
1334,Father of the Bride Part II,90583,32956,113041,Comedy,Charles Shyer,"Steve Martin, Diane Keaton, Martin Short",5,1995.0,USA
1335,Robin Hood: Men in Tights,90591,33389,107977,Comedy,Mel Brooks,"Cary Elwes, Richard Lewis, Roger Rees",520,1993.0,France
1336,Seventh Son,90603,5670,1121096,Adventure|Fantasy,Sergey Bodrov,"Ben Barnes, Julianne Moore, Jeff Bridges",119655,2014.0,USA
1337,His Girl Friday,90633,44530,32599,Comedy|Drama,Howard Hawks,"Cary Grant, Rosalind Russell, Ralph Bellamy",951,1940.0,USA
1338,Dark Shadows,90675,44392,1077368,Comedy|Fantasy,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green",94478,2012.0,USA
1339,Eraserhead,90691,30351,74486,Drama|Fantasy|Horror|Science Fiction,David Lynch,"Jack Nance, Charlotte Stewart, Allen Joseph",3676,1977.0,USA
1340,Down and Out in Beverly Hills,90692,34211,90966,Comedy,Paul Mazursky,"Nick Nolte, Bette Midler, Richard Dreyfuss",5548,1986.0,USA
1341,She's All That,90747,26963,160862,Comedy|Romance,Robert Iscove,"Freddie Prinze Jr., Rachael Leigh Cook, Matthew Lillard",2485,1999.0,USA
1342,Kung Fu Panda 3,90750,15775,2267968,Action|Adventure|Animation|Comedy|Family,Alessandro Carloni,Jack Black,149406,2016.0,China
1343,This Is the End,90766,584,1245492,Action|Comedy,Evan Goldberg,"James Franco, Jonah Hill, Seth Rogen",102123,2013.0,USA
1344,Green Room,90773,13103,4062536,Horror|Crime|Thriller,Jeremy Saulnier,Anton Yelchin,141866,2016.0,USA
1345,The Odd Life of Timothy Green,90862,44844,1462769,Fantasy|Drama|Comedy|Family,Peter Hedges,"Jennifer Garner, Joel Edgerton, CJ Adams",96430,2012.0,USA
1347,The Hitchhiker's Guide to the Galaxy,199698,29566,371724,Adventure|Comedy|Family|Science Fiction,Garth Jennings,"Martin Freeman, Mos Def, Sam Rockwell",33004,2005.0,USA
1348,Paul,90921,41533,1092026,Adventure|Comedy|Science Fiction,Greg Mottola,"Simon Pegg, Nick Frost, Seth Rogen",84772,2011.0,USA
1351,Avatar,163606,38571,499549,Action|Adventure|Fantasy|Science Fiction,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver",72998,2009.0,USA
1354,Home Alone,201371,34912,99785,Comedy|Family,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern",586,1990.0,USA
1356,The Score,194469,31719,227445,Action|Crime|Thriller,Frank Oz,"Robert De Niro, Edward Norton, Marlon Brando",4448,2001.0,USA
1357,Airport,90998,27003,65377,Action|Drama|Thriller,George Seaton,"Burt Lancaster, Dean Martin, George Kennedy",2520,1970.0,USA
1358,Another Cinderella Story,91015,43609,1071358,Music,Damon Santostefano,"Selena Gomez, Drew Seeley, Jane Lynch",91266,2008.0,USA
1359,Exam,91025,39736,1258197,Thriller|Mystery,Stuart Hazeldine,"Adar Beck, Gemma Chan, Nathalie Cox",78349,2009.0,UK
1361,Invaders from Mars,91030,38496,91276,Mystery|Science Fiction|Horror,Tobe Hooper,"Karen Black, Hunter Carson, Timothy Bottoms",72777,1986.0,USA
1362,The Little Hours,91050,22511,5666304,Comedy,Jeff Baena,Alison Brie,167564,2017.0,Canada
1363,Teenage Cave Man,91076,21507,52279,Adventure|Science Fiction,Roger Corman,Robert Vaughn,165029,1958.0,USA
1364,The Addams Family,91089,26565,101272,Horror|Comedy|Fantasy,Barry Sonnenfeld,"Anjelica Huston, Raul Julia, Christopher Lloyd",2124,1991.0,USA
1365,Jill Rips,91095,38633,199650,Thriller,Anthony Hickox,"Dolph Lundgren, Danielle Brett, Richard Fitzpatrick",73162,2000.0,Canada
1366,Mr. Wonderful,91106,32930,107613,Comedy|Romance,Anthony Minghella,"Matt Dillon, Annabella Sciorra, Mary-Louise Parker",499,1993.0,USA
1367,Save the Last Dance,91112,30953,206275,Drama|Family|Romance|Music,Thomas Carter,"Julia Stiles, Sean Patrick Thomas, Kerry Washington",4054,2001.0,USA
1368,Truth or Dare,91140,1257,1838722,Horror|Thriller|Mystery,Robert Heath,"Tom Kane, Liam Boyle, Jack Gordon",104408,2012.0,UK
1370,Sweet November,91207,31520,63661,Drama|Romance,Robert Ellis Miller,"Sandy Dennis, Anthony Newley, Theodore Bikel",43567,1968.0,USA
1372,Bewitched,91227,29814,374536,Comedy|Fantasy|Romance,Nora Ephron,"Nicole Kidman, Will Ferrell, Shirley MacLaine",33836,2005.0,USA
1373,Gattaca,91277,21613,119177,Thriller|Science Fiction|Mystery|Romance,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law",1653,1997.0,USA
1374,The Banger Sisters,91285,34356,280460,Comedy|Drama,Bob Dolman,"Susan Sarandon, Goldie Hawn, Geoffrey Rush",5610,2002.0,USA
1375,Casper,91293,18899,112642,Fantasy|Comedy|Family,Brad Silberling,"Bill Pullman, Christina Ricci, Cathy Moriarty",158,1995.0,USA
1376,Blended,91313,3348,1086772,Comedy,Frank Coraci,"Adam Sandler, Drew Barrymore, Wendi McLendon-Covey",111617,2014.0,USA
1377,Cats Don't Dance,91327,15606,118829,Animation|Comedy|Family|Music,Mark Dindal,"Scott Bakula, Jasmine Guy, Natalie Cole",1489,1997.0,USA
1378,Pulp Fiction,91332,28724,110912,Thriller|Crime,Quentin Tarantino,"John Travolta, Uma Thurman, Samuel L. Jackson",296,1994.0,USA
1380,Stalker,91359,7188,1411236,Horror,Martin Kemp,Jane March,124651,2010.0,UK
1381,Seven Brides for Seven Brothers,91366,37007,47472,Comedy|Drama|Western|Music,Stanley Donen,"Jane Powell, Howard Keel, Jeff Richards",6785,1954.0,USA
1382,Don't Breathe,91395,20226,4160708,Crime|Horror|Thriller,Fede Alvarez,Stephen Lang,161634,2016.0,USA
1383,1941,91457,37918,78723,Comedy,Steven Spielberg,"John Belushi, Dan Aykroyd, Treat Williams",7104,1979.0,USA
1384,Marley & Me: The Puppy Years,91468,45127,1704614,Adventure|Comedy|Family,Michael Damian,"Travis Turner, Donnelly Rhodes, Alex Zahara",97390,2011.0,USA
1385,Beverly Hills Cop,91481,31015,86960,Action|Comedy|Crime,Martin Brest,"Eddie Murphy, Judge Reinhold, John Ashton",4085,1984.0,USA
1387,The Pursuit of Happiness,196391,2822,67634,Drama,Robert Mulligan,"Michael Sarrazin, Barbara Hershey, Arthur Hill",109680,1971.0,USA
1388,Jane Austen in Manhattan,91519,36375,80945,Drama|Romance,James Ivory,"Anne Baxter, Robert Powell, Michael Wager",65078,1980.0,UK
1389,Wreck-It Ralph,91547,45256,1772341,Family|Animation|Comedy|Adventure,Rich Moore,"John C. Reilly, Jack McBrayer, Jane Lynch",97913,2012.0,USA
1393,Poltergeist,195148,26419,84516,Horror,Tobe Hooper,"JoBeth Williams, Heather O'Rourke, Craig T. Nelson",1994,1982.0,USA
1394,Black Water,91563,40178,816436,Adventure|Drama|Horror,David Nerlich,"Diana Glenn, Maeve Dermody, Andy Rodoreda",79863,2007.0,Australia
1395,An American Crime,91572,35120,802948,Crime|Drama,Tommy O'Haver,"Ellen Page, Hayley McFarland, Nick Searcy",59418,2007.0,USA
1396,Surf Ninjas,91583,34321,108258,Action|Adventure|Comedy|Family,Neal Israel,"Ernie Reyes Sr., Rob Schneider, Ernie Reyes Jr.",5598,1993.0,USA
1397,Le Mans,91589,36148,67334,Action|Drama,Lee H. Katzin,"Steve McQueen, Siegfried Rauch, Elga Andersen",6398,1971.0,USA
1398,My Favorite Year,91608,43841,84370,Comedy|Drama,Richard Benjamin,"Peter O'Toole, Mark Linn-Baker, Jessica Harper",921,1982.0,USA
1400,Free Willy,190919,31945,106965,Family|Adventure,Simon Wincer,"Jason James Richter, Lori Petty, Michael Madsen",455,1993.0,USA
1401,Chariots of Fire,91640,26378,82158,Drama|History,Hugh Hudson,"Ben Cross, Ian Charleson, Nicholas Farrell",1957,1981.0,UK
1402,Vampire's Kiss,91649,32212,98577,Comedy|Horror,Robert Bierman,"Nicolas Cage, Maria Conchita Alonso, Jennifer Beals",4680,1988.0,USA
1406,Swingers,128587,20448,284534,Romance|Drama,Stephan Brenninkmeijer,Ellen van der Koogh,162288,2002.0,Netherlands
1407,Carlito's Way,91677,31439,106519,Action|Crime|Drama|Thriller,Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller",431,1993.0,USA
1408,Epic Movie,91692,33117,799949,Action|Adventure|Comedy,Jason Friedberg,"Kal Penn, Jennifer Coolidge, Fred Willard",50798,2007.0,USA
1409,Tightrope,91760,37070,88272,Mystery|Thriller|Crime|Drama,Richard Tuggle,"Clint Eastwood, Geneviève Bujold, Dan Hedaya",6809,1984.0,USA
1410,The Shack,91882,23485,2872518,Drama|Fantasy,Stuart Hazeldine,Sam Worthington,169842,2017.0,USA
1411,Peggy Sue Got Married,91916,26945,91738,Comedy|Drama|Fantasy|Romance,Francis Ford Coppola,"Kathleen Turner, Nicolas Cage, Barry Miller",2469,1986.0,USA
1412,The Majestic,91958,32941,268995,Drama|Romance,Frank Darabont,"Jim Carrey, Martin Landau, Bob Balaban",4994,2001.0,USA
1413,Rescue Dawn,91965,33739,462504,Adventure|Drama|War,Werner Herzog,"Christian Bale, Steve Zahn, Jeremy Davies",53550,2006.0,USA
1414,The Changeling,91974,32587,80516,Horror|Thriller,Peter Medak,"George C. Scott, Trish Van Devere, Melvyn Douglas",4833,1980.0,Canada
1422,Superman,146366,27626,78346,Action|Adventure|Fantasy|Science Fiction,Richard Donner,"Christopher Reeve, Margot Kidder, Gene Hackman",2640,1978.0,USA
1423,Princess Mononoke,92018,28771,119698,Adventure|Fantasy|Animation,Hayao Miyazaki,"Yôji Matsuda, Yuriko Ishida, Yûko Tanaka",3000,1997.0,Japan
1424,The Grandfather,92090,28671,176415,Drama|Foreign,José Luis Garci,"Fernando Fernán Gómez, Rafael Alonso, Cayetana Guillén Cuervo",2911,1998.0,Spain
1425,Camp Nowhere,92098,36652,109369,Comedy|Drama|Family,Jonathan Prince,"Jonathan Jackson, Christopher Lloyd, John Putch",6625,1994.0,USA
1426,Eve's Bayou,92266,21891,119080,Drama,Kasi Lemmons,"Samuel L. Jackson, Jurnee Smollett-Bell, Meagan Good",1660,1997.0,USA
1427,A Place at the Table,92330,886,1736049,Documentary,Kristi Jacobson,"Jeff Bridges, Tom Colicchio, Ken Cook",103208,2012.0,USA
1428,Cars,92374,31953,317219,Animation|Adventure|Comedy|Family,John Lasseter,"Owen Wilson, Bonnie Hunt, Paul Newman",45517,2006.0,USA
1429,Enchanted,92390,34365,461770,Comedy|Family|Fantasy|Romance,Kevin Lima,"Amy Adams, Susan Sarandon, James Marsden",56152,2007.0,USA
